"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","9955","Compra finalizada com Bank Transfer","e2e_tests.step_defs","Mon Jan 19 07:34:10 UTC 2026","passed","Mon Jan 19 07:34:20 UTC 2026","","test_checkout_steps","",""
"","381","Não deve atualizar usuário inexistente","api-tests.tests","Mon Jan 19 07:36:03 UTC 2026","passed","Mon Jan 19 07:36:03 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login sem preencher campos","1056","Tentativa de login sem preencher campos","e2e_tests.step_defs","Mon Jan 19 07:34:39 UTC 2026","passed","Mon Jan 19 07:34:40 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","8531","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 07:35:38 UTC 2026","passed","Mon Jan 19 07:35:47 UTC 2026","","test_checkout_steps","",""
"","829","Deve remover um usuário existente","api-tests.tests","Mon Jan 19 07:36:04 UTC 2026","passed","Mon Jan 19 07:36:05 UTC 2026","TestUsersAPI","test_users","",""
"","801","Deve buscar um usuário existente com sucesso","api-tests.tests","Mon Jan 19 07:35:58 UTC 2026","passed","Mon Jan 19 07:35:59 UTC 2026","TestUsersAPI","test_users","",""
"","843","Deve atualizar um usuário existente","api-tests.tests","Mon Jan 19 07:36:02 UTC 2026","passed","Mon Jan 19 07:36:03 UTC 2026","TestUsersAPI","test_users","",""
"","389","Não deve retornar usuário inexistente","api-tests.tests","Mon Jan 19 07:35:59 UTC 2026","passed","Mon Jan 19 07:35:59 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","9750","Compra de um único produto","e2e_tests.step_defs","Mon Jan 19 07:34:00 UTC 2026","passed","Mon Jan 19 07:34:10 UTC 2026","","test_checkout_steps","",""
"","762","Não deve permitir remoção sem autenticação","api-tests.tests","Mon Jan 19 07:36:05 UTC 2026","passed","Mon Jan 19 07:36:06 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","9385","Compra finalizada com Gift Card","e2e_tests.step_defs","Mon Jan 19 07:35:47 UTC 2026","passed","Mon Jan 19 07:35:56 UTC 2026","","test_checkout_steps","",""
