"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","12098","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 09:11:45 UTC 2026","passed","Mon Jan 19 09:11:57 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com email inválido","1729","Tentativa de login com email inválido","e2e_tests.step_defs","Mon Jan 19 09:12:07 UTC 2026","passed","Mon Jan 19 09:12:09 UTC 2026","","test_login_steps","",""
"","357","Não deve remover usuário inexistente","api-tests.tests","Mon Jan 19 09:13:46 UTC 2026","passed","Mon Jan 19 09:13:46 UTC 2026","TestUsersAPI","test_users","",""
"","716","Não deve permitir remoção sem autenticação","api-tests.tests","Mon Jan 19 09:13:46 UTC 2026","passed","Mon Jan 19 09:13:47 UTC 2026","TestUsersAPI","test_users","",""
"","760","Não deve criar usuário duplicado","api-tests.tests","Mon Jan 19 09:13:42 UTC 2026","passed","Mon Jan 19 09:13:43 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com senha inválida","3439","Tentativa de login com senha inválida","e2e_tests.step_defs","Mon Jan 19 09:12:04 UTC 2026","passed","Mon Jan 19 09:12:07 UTC 2026","","test_login_steps","",""
"","780","Deve atualizar um usuário existente","api-tests.tests","Mon Jan 19 09:13:43 UTC 2026","passed","Mon Jan 19 09:13:44 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","11490","Compra finalizada com Credit Card","e2e_tests.step_defs","Mon Jan 19 09:12:43 UTC 2026","passed","Mon Jan 19 09:12:54 UTC 2026","","test_checkout_steps","",""
"","789","Deve remover um usuário existente","api-tests.tests","Mon Jan 19 09:13:45 UTC 2026","passed","Mon Jan 19 09:13:46 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","11422","Compra finalizada com Cash on Delivery","e2e_tests.step_defs","Mon Jan 19 09:12:21 UTC 2026","passed","Mon Jan 19 09:12:32 UTC 2026","","test_checkout_steps","",""
"","383","Deve criar um novo usuário com sucesso","api-tests.tests","Mon Jan 19 09:13:41 UTC 2026","passed","Mon Jan 19 09:13:41 UTC 2026","TestUsersAPI","test_users","",""
"","379","Não deve criar usuário com email inválido","api-tests.tests","Mon Jan 19 09:13:41 UTC 2026","passed","Mon Jan 19 09:13:42 UTC 2026","TestUsersAPI","test_users","",""
"","701","Não deve permitir atualização sem autenticação","api-tests.tests","Mon Jan 19 09:13:44 UTC 2026","passed","Mon Jan 19 09:13:45 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","11967","Compra finalizada com Gift Card","e2e_tests.step_defs","Mon Jan 19 09:13:26 UTC 2026","passed","Mon Jan 19 09:13:38 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","10557","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 09:13:16 UTC 2026","passed","Mon Jan 19 09:13:26 UTC 2026","","test_checkout_steps","",""
"","358","Não deve atualizar usuário inexistente","api-tests.tests","Mon Jan 19 09:13:44 UTC 2026","passed","Mon Jan 19 09:13:44 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login sem preencher campos","559","Tentativa de login sem preencher campos","e2e_tests.step_defs","Mon Jan 19 09:12:09 UTC 2026","passed","Mon Jan 19 09:12:10 UTC 2026","","test_login_steps","",""
"","756","Deve buscar um usuário existente com sucesso","api-tests.tests","Mon Jan 19 09:13:40 UTC 2026","passed","Mon Jan 19 09:13:40 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","10060","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 09:12:54 UTC 2026","passed","Mon Jan 19 09:13:04 UTC 2026","","test_checkout_steps","",""
"","1414","Deve listar todos os usuários com sucesso","api-tests.tests","Mon Jan 19 09:13:38 UTC 2026","passed","Mon Jan 19 09:13:40 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","10668","Compra de um único produto","e2e_tests.step_defs","Mon Jan 19 09:12:10 UTC 2026","passed","Mon Jan 19 09:12:20 UTC 2026","","test_checkout_steps","",""
"","312","Não deve permitir criação sem autenticação","api-tests.tests","Mon Jan 19 09:13:43 UTC 2026","passed","Mon Jan 19 09:13:43 UTC 2026","TestUsersAPI","test_users","",""
"","311","Não deve criar usuário com JSON malformado","api-tests.tests","Mon Jan 19 09:13:42 UTC 2026","passed","Mon Jan 19 09:13:42 UTC 2026","TestUsersAPI","test_users","",""
"","358","Não deve criar usuário sem campos obrigatórios","api-tests.tests","Mon Jan 19 09:13:42 UTC 2026","passed","Mon Jan 19 09:13:42 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","11681","Compra de um único produto","e2e_tests.step_defs","Mon Jan 19 09:11:22 UTC 2026","passed","Mon Jan 19 09:11:34 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","10920","Compra finalizada com Buy Now Pay Later","e2e_tests.step_defs","Mon Jan 19 09:13:04 UTC 2026","passed","Mon Jan 19 09:13:15 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","10532","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 09:12:32 UTC 2026","passed","Mon Jan 19 09:12:43 UTC 2026","","test_checkout_steps","",""
