"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Login com credenciais válidas","5897","Login com credenciais válidas","e2e_tests.step_defs","Fri Jan 16 10:18:12 UTC 2026","failed","Fri Jan 16 10:18:18 UTC 2026","","test_login_steps","",""
"","325","Não deve criar usuário com email inválido","api-tests.tests","Fri Jan 16 10:18:29 UTC 2026","passed","Fri Jan 16 10:18:30 UTC 2026","TestUsersAPI","test_users","",""
"","306","Não deve remover usuário inexistente","api-tests.tests","Fri Jan 16 10:18:33 UTC 2026","passed","Fri Jan 16 10:18:34 UTC 2026","TestUsersAPI","test_users","",""
"","668","Deve remover um usuário existente","api-tests.tests","Fri Jan 16 10:18:33 UTC 2026","passed","Fri Jan 16 10:18:33 UTC 2026","TestUsersAPI","test_users","",""
"","311","Não deve criar usuário sem campos obrigatórios","api-tests.tests","Fri Jan 16 10:18:30 UTC 2026","passed","Fri Jan 16 10:18:30 UTC 2026","TestUsersAPI","test_users","",""
"","642","Não deve criar usuário duplicado","api-tests.tests","Fri Jan 16 10:18:30 UTC 2026","passed","Fri Jan 16 10:18:31 UTC 2026","TestUsersAPI","test_users","",""
"","285","Não deve criar usuário com JSON malformado","api-tests.tests","Fri Jan 16 10:18:30 UTC 2026","passed","Fri Jan 16 10:18:30 UTC 2026","TestUsersAPI","test_users","",""
"","308","Não deve atualizar usuário inexistente","api-tests.tests","Fri Jan 16 10:18:32 UTC 2026","passed","Fri Jan 16 10:18:32 UTC 2026","TestUsersAPI","test_users","",""
"","1210","Deve listar todos os usuários com sucesso","api-tests.tests","Fri Jan 16 10:18:26 UTC 2026","passed","Fri Jan 16 10:18:27 UTC 2026","TestUsersAPI","test_users","",""
"","936","Não deve retornar usuário inexistente","api-tests.tests","Fri Jan 16 10:18:28 UTC 2026","passed","Fri Jan 16 10:18:29 UTC 2026","TestUsersAPI","test_users","",""
"","625","Não deve permitir atualização sem autenticação","api-tests.tests","Fri Jan 16 10:18:32 UTC 2026","passed","Fri Jan 16 10:18:33 UTC 2026","TestUsersAPI","test_users","",""
"","640","Deve buscar um usuário existente com sucesso","api-tests.tests","Fri Jan 16 10:18:27 UTC 2026","passed","Fri Jan 16 10:18:28 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login sem preencher campos","1563","Tentativa de login sem preencher campos","e2e_tests.step_defs","Fri Jan 16 10:18:24 UTC 2026","passed","Fri Jan 16 10:18:26 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com email inválido","3087","Tentativa de login com email inválido","e2e_tests.step_defs","Fri Jan 16 10:18:21 UTC 2026","passed","Fri Jan 16 10:18:24 UTC 2026","","test_login_steps","",""
"","621","Não deve permitir remoção sem autenticação","api-tests.tests","Fri Jan 16 10:18:34 UTC 2026","passed","Fri Jan 16 10:18:34 UTC 2026","TestUsersAPI","test_users","",""
"","676","Deve atualizar um usuário existente","api-tests.tests","Fri Jan 16 10:18:31 UTC 2026","passed","Fri Jan 16 10:18:32 UTC 2026","TestUsersAPI","test_users","",""
"","282","Não deve permitir criação sem autenticação","api-tests.tests","Fri Jan 16 10:18:31 UTC 2026","passed","Fri Jan 16 10:18:31 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com senha inválida","3376","Tentativa de login com senha inválida","e2e_tests.step_defs","Fri Jan 16 10:18:18 UTC 2026","passed","Fri Jan 16 10:18:21 UTC 2026","","test_login_steps","",""
"","328","Deve criar um novo usuário com sucesso","api-tests.tests","Fri Jan 16 10:18:29 UTC 2026","passed","Fri Jan 16 10:18:29 UTC 2026","TestUsersAPI","test_users","",""
