"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","9123","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Thu Jan 22 21:09:02 UTC 2026","passed","Thu Jan 22 21:09:11 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com senha inválida","1757","Tentativa de login com senha inválida","e2e_tests.step_defs","Thu Jan 22 21:08:23 UTC 2026","passed","Thu Jan 22 21:08:24 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8789","Compra finalizada com Gift Card","e2e_tests.step_defs","Thu Jan 22 21:09:29 UTC 2026","passed","Thu Jan 22 21:09:38 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","10689","Compra de um único produto","e2e_tests.step_defs","Thu Jan 22 21:07:48 UTC 2026","passed","Thu Jan 22 21:07:59 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Login com credenciais válidas","5882","Login com credenciais válidas","e2e_tests.step_defs","Thu Jan 22 21:08:17 UTC 2026","skipped","Thu Jan 22 21:08:23 UTC 2026","","test_login_steps","",""
"","316","Não deve criar usuário sem campos obrigatórios","api-tests.tests","Thu Jan 22 21:09:41 UTC 2026","passed","Thu Jan 22 21:09:41 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","8622","Compra de um único produto","e2e_tests.step_defs","Thu Jan 22 21:08:27 UTC 2026","passed","Thu Jan 22 21:08:36 UTC 2026","","test_checkout_steps","",""
"","267","Não deve permitir criação sem autenticação","api-tests.tests","Thu Jan 22 21:09:42 UTC 2026","passed","Thu Jan 22 21:09:42 UTC 2026","TestUsersAPI","test_users","",""
"","332","Não deve criar usuário com email inválido","api-tests.tests","Thu Jan 22 21:09:41 UTC 2026","passed","Thu Jan 22 21:09:41 UTC 2026","TestUsersAPI","test_users","",""
"","677","Não deve criar usuário duplicado","api-tests.tests","Thu Jan 22 21:09:41 UTC 2026","passed","Thu Jan 22 21:09:42 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login sem preencher campos","696","Tentativa de login sem preencher campos","e2e_tests.step_defs","Thu Jan 22 21:08:26 UTC 2026","passed","Thu Jan 22 21:08:27 UTC 2026","","test_login_steps","",""
"","624","Não deve permitir remoção sem autenticação","api-tests.tests","Thu Jan 22 21:09:45 UTC 2026","passed","Thu Jan 22 21:09:46 UTC 2026","TestUsersAPI","test_users","",""
"","619","Não deve permitir atualização sem autenticação","api-tests.tests","Thu Jan 22 21:09:43 UTC 2026","passed","Thu Jan 22 21:09:44 UTC 2026","TestUsersAPI","test_users","",""
"","308","Não deve retornar usuário inexistente","api-tests.tests","Thu Jan 22 21:09:40 UTC 2026","passed","Thu Jan 22 21:09:40 UTC 2026","TestUsersAPI","test_users","",""
"","1192","Deve listar todos os usuários com sucesso","api-tests.tests","Thu Jan 22 21:09:38 UTC 2026","passed","Thu Jan 22 21:09:39 UTC 2026","TestUsersAPI","test_users","",""
"","666","Deve buscar um usuário existente com sucesso","api-tests.tests","Thu Jan 22 21:09:39 UTC 2026","passed","Thu Jan 22 21:09:40 UTC 2026","TestUsersAPI","test_users","",""
"","347","Deve criar um novo usuário com sucesso","api-tests.tests","Thu Jan 22 21:09:40 UTC 2026","passed","Thu Jan 22 21:09:41 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8820","Compra finalizada com Credit Card","e2e_tests.step_defs","Thu Jan 22 21:08:53 UTC 2026","passed","Thu Jan 22 21:09:02 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com email inválido","1571","Tentativa de login com email inválido","e2e_tests.step_defs","Thu Jan 22 21:08:25 UTC 2026","passed","Thu Jan 22 21:08:26 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8996","Compra finalizada com Cash on Delivery","e2e_tests.step_defs","Thu Jan 22 21:08:36 UTC 2026","passed","Thu Jan 22 21:08:45 UTC 2026","","test_checkout_steps","",""
"","697","Deve atualizar um usuário existente","api-tests.tests","Thu Jan 22 21:09:42 UTC 2026","passed","Thu Jan 22 21:09:43 UTC 2026","TestUsersAPI","test_users","",""
"","267","Não deve criar usuário com JSON malformado","api-tests.tests","Thu Jan 22 21:09:41 UTC 2026","passed","Thu Jan 22 21:09:41 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","9409","Compra finalizada com Bank Transfer","e2e_tests.step_defs","Thu Jan 22 21:07:59 UTC 2026","passed","Thu Jan 22 21:08:08 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","8244","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Thu Jan 22 21:08:08 UTC 2026","passed","Thu Jan 22 21:08:17 UTC 2026","","test_checkout_steps","",""
"","717","Deve remover um usuário existente","api-tests.tests","Thu Jan 22 21:09:44 UTC 2026","passed","Thu Jan 22 21:09:45 UTC 2026","TestUsersAPI","test_users","",""
"","311","Não deve remover usuário inexistente","api-tests.tests","Thu Jan 22 21:09:45 UTC 2026","passed","Thu Jan 22 21:09:45 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7958","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Thu Jan 22 21:09:21 UTC 2026","passed","Thu Jan 22 21:09:29 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","9607","Compra finalizada com Buy Now Pay Later","e2e_tests.step_defs","Thu Jan 22 21:09:11 UTC 2026","passed","Thu Jan 22 21:09:21 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7888","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Thu Jan 22 21:08:45 UTC 2026","passed","Thu Jan 22 21:08:53 UTC 2026","","test_checkout_steps","",""
"","315","Não deve atualizar usuário inexistente","api-tests.tests","Thu Jan 22 21:09:43 UTC 2026","passed","Thu Jan 22 21:09:43 UTC 2026","TestUsersAPI","test_users","",""
