"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","715","Não deve permitir remoção sem autenticação","api-tests.tests","Mon Jan 19 07:59:55 UTC 2026","passed","Mon Jan 19 07:59:55 UTC 2026","TestUsersAPI","test_users","",""
"","362","Não deve criar usuário sem campos obrigatórios","api-tests.tests","Mon Jan 19 07:59:50 UTC 2026","passed","Mon Jan 19 07:59:50 UTC 2026","TestUsersAPI","test_users","",""
"","796","Deve remover um usuário existente","api-tests.tests","Mon Jan 19 07:59:53 UTC 2026","passed","Mon Jan 19 07:59:54 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com senha inválida","1678","Tentativa de login com senha inválida","e2e_tests.step_defs","Mon Jan 19 07:58:30 UTC 2026","passed","Mon Jan 19 07:58:32 UTC 2026","","test_login_steps","",""
"","363","Não deve retornar usuário inexistente","api-tests.tests","Mon Jan 19 07:59:49 UTC 2026","passed","Mon Jan 19 07:59:49 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8804","Compra finalizada com Gift Card","e2e_tests.step_defs","Mon Jan 19 07:59:38 UTC 2026","passed","Mon Jan 19 07:59:46 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","9810","Compra finalizada com Cash on Delivery","e2e_tests.step_defs","Mon Jan 19 07:58:44 UTC 2026","passed","Mon Jan 19 07:58:54 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login sem preencher campos","614","Tentativa de login sem preencher campos","e2e_tests.step_defs","Mon Jan 19 07:58:34 UTC 2026","passed","Mon Jan 19 07:58:35 UTC 2026","","test_login_steps","",""
"","316","Não deve criar usuário com JSON malformado","api-tests.tests","Mon Jan 19 07:59:50 UTC 2026","passed","Mon Jan 19 07:59:51 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","8819","Compra de um único produto","e2e_tests.step_defs","Mon Jan 19 07:58:35 UTC 2026","passed","Mon Jan 19 07:58:44 UTC 2026","","test_checkout_steps","",""
"","360","Não deve remover usuário inexistente","api-tests.tests","Mon Jan 19 07:59:54 UTC 2026","passed","Mon Jan 19 07:59:55 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7872","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 07:58:17 UTC 2026","passed","Mon Jan 19 07:58:25 UTC 2026","","test_checkout_steps","",""
"","348","Não deve atualizar usuário inexistente","api-tests.tests","Mon Jan 19 07:59:52 UTC 2026","passed","Mon Jan 19 07:59:53 UTC 2026","TestUsersAPI","test_users","",""
"","317","Não deve permitir criação sem autenticação","api-tests.tests","Mon Jan 19 07:59:51 UTC 2026","passed","Mon Jan 19 07:59:52 UTC 2026","TestUsersAPI","test_users","",""
"","752","Não deve criar usuário duplicado","api-tests.tests","Mon Jan 19 07:59:51 UTC 2026","passed","Mon Jan 19 07:59:51 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7907","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 07:58:54 UTC 2026","passed","Mon Jan 19 07:59:02 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com email inválido","1661","Tentativa de login com email inválido","e2e_tests.step_defs","Mon Jan 19 07:58:32 UTC 2026","passed","Mon Jan 19 07:58:34 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","8892","Compra de um único produto","e2e_tests.step_defs","Mon Jan 19 07:57:59 UTC 2026","passed","Mon Jan 19 07:58:08 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Login com credenciais válidas","5702","Login com credenciais válidas","e2e_tests.step_defs","Mon Jan 19 07:58:25 UTC 2026","skipped","Mon Jan 19 07:58:30 UTC 2026","","test_login_steps","",""
"","382","Deve criar um novo usuário com sucesso","api-tests.tests","Mon Jan 19 07:59:49 UTC 2026","passed","Mon Jan 19 07:59:49 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8824","Compra finalizada com Bank Transfer","e2e_tests.step_defs","Mon Jan 19 07:58:08 UTC 2026","passed","Mon Jan 19 07:58:17 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","8928","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 07:59:12 UTC 2026","passed","Mon Jan 19 07:59:21 UTC 2026","","test_checkout_steps","",""
"","782","Deve atualizar um usuário existente","api-tests.tests","Mon Jan 19 07:59:52 UTC 2026","passed","Mon Jan 19 07:59:52 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7896","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 07:59:30 UTC 2026","passed","Mon Jan 19 07:59:38 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8762","Compra finalizada com Buy Now Pay Later","e2e_tests.step_defs","Mon Jan 19 07:59:21 UTC 2026","passed","Mon Jan 19 07:59:30 UTC 2026","","test_checkout_steps","",""
"","376","Não deve criar usuário com email inválido","api-tests.tests","Mon Jan 19 07:59:49 UTC 2026","passed","Mon Jan 19 07:59:50 UTC 2026","TestUsersAPI","test_users","",""
"","709","Não deve permitir atualização sem autenticação","api-tests.tests","Mon Jan 19 07:59:53 UTC 2026","passed","Mon Jan 19 07:59:53 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","9824","Compra finalizada com Credit Card","e2e_tests.step_defs","Mon Jan 19 07:59:02 UTC 2026","passed","Mon Jan 19 07:59:12 UTC 2026","","test_checkout_steps","",""
"","1398","Deve listar todos os usuários com sucesso","api-tests.tests","Mon Jan 19 07:59:47 UTC 2026","passed","Mon Jan 19 07:59:48 UTC 2026","TestUsersAPI","test_users","",""
"","776","Deve buscar um usuário existente com sucesso","api-tests.tests","Mon Jan 19 07:59:48 UTC 2026","passed","Mon Jan 19 07:59:49 UTC 2026","TestUsersAPI","test_users","",""
