"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","700","Deve buscar um usuário existente com sucesso","api-tests.tests","Mon Jan 19 07:08:51 UTC 2026","passed","Mon Jan 19 07:08:52 UTC 2026","TestUsersAPI","test_users","",""
"","335","Não deve remover usuário inexistente","api-tests.tests","Mon Jan 19 07:08:57 UTC 2026","passed","Mon Jan 19 07:08:57 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7902","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 07:07:58 UTC 2026","passed","Mon Jan 19 07:08:06 UTC 2026","","test_checkout_steps","",""
"","743","Deve remover um usuário existente","api-tests.tests","Mon Jan 19 07:08:56 UTC 2026","passed","Mon Jan 19 07:08:57 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","9766","Compra de um único produto","e2e_tests.step_defs","Mon Jan 19 07:07:39 UTC 2026","passed","Mon Jan 19 07:07:49 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8771","Compra finalizada com Cash on Delivery","e2e_tests.step_defs","Mon Jan 19 07:07:49 UTC 2026","passed","Mon Jan 19 07:07:58 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","9865","Compra de um único produto","e2e_tests.step_defs","Mon Jan 19 07:07:01 UTC 2026","passed","Mon Jan 19 07:07:11 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8782","Compra finalizada com Buy Now Pay Later","e2e_tests.step_defs","Mon Jan 19 07:08:23 UTC 2026","passed","Mon Jan 19 07:08:32 UTC 2026","","test_checkout_steps","",""
"","841","Deve atualizar um usuário existente","api-tests.tests","Mon Jan 19 07:08:54 UTC 2026","passed","Mon Jan 19 07:08:55 UTC 2026","TestUsersAPI","test_users","",""
"","1330","Deve listar todos os usuários com sucesso","api-tests.tests","Mon Jan 19 07:08:50 UTC 2026","passed","Mon Jan 19 07:08:51 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7916","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 07:08:32 UTC 2026","passed","Mon Jan 19 07:08:40 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Login com credenciais válidas","6412","Login com credenciais válidas","e2e_tests.step_defs","Mon Jan 19 07:07:28 UTC 2026","failed","Mon Jan 19 07:07:34 UTC 2026","","test_login_steps","",""
"","335","Não deve atualizar usuário inexistente","api-tests.tests","Mon Jan 19 07:08:55 UTC 2026","passed","Mon Jan 19 07:08:56 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login sem preencher campos","947","Tentativa de login sem preencher campos","e2e_tests.step_defs","Mon Jan 19 07:07:38 UTC 2026","passed","Mon Jan 19 07:07:39 UTC 2026","","test_login_steps","",""
"","665","Não deve permitir remoção sem autenticação","api-tests.tests","Mon Jan 19 07:08:57 UTC 2026","passed","Mon Jan 19 07:08:58 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8784","Compra finalizada com Credit Card","e2e_tests.step_defs","Mon Jan 19 07:08:06 UTC 2026","passed","Mon Jan 19 07:08:15 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com senha inválida","1523","Tentativa de login com senha inválida","e2e_tests.step_defs","Mon Jan 19 07:07:34 UTC 2026","passed","Mon Jan 19 07:07:36 UTC 2026","","test_login_steps","",""
"","359","Deve criar um novo usuário com sucesso","api-tests.tests","Mon Jan 19 07:08:52 UTC 2026","passed","Mon Jan 19 07:08:52 UTC 2026","TestUsersAPI","test_users","",""
"","333","Não deve retornar usuário inexistente","api-tests.tests","Mon Jan 19 07:08:52 UTC 2026","passed","Mon Jan 19 07:08:52 UTC 2026","TestUsersAPI","test_users","",""
"","722","Não deve criar usuário duplicado","api-tests.tests","Mon Jan 19 07:08:53 UTC 2026","passed","Mon Jan 19 07:08:54 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7881","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 07:08:15 UTC 2026","passed","Mon Jan 19 07:08:23 UTC 2026","","test_checkout_steps","",""
"","671","Não deve permitir atualização sem autenticação","api-tests.tests","Mon Jan 19 07:08:56 UTC 2026","passed","Mon Jan 19 07:08:56 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com email inválido","1757","Tentativa de login com email inválido","e2e_tests.step_defs","Mon Jan 19 07:07:36 UTC 2026","passed","Mon Jan 19 07:07:38 UTC 2026","","test_login_steps","",""
"","290","Não deve criar usuário com JSON malformado","api-tests.tests","Mon Jan 19 07:08:53 UTC 2026","passed","Mon Jan 19 07:08:53 UTC 2026","TestUsersAPI","test_users","",""
"","358","Não deve criar usuário com email inválido","api-tests.tests","Mon Jan 19 07:08:52 UTC 2026","passed","Mon Jan 19 07:08:53 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7914","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 07:07:20 UTC 2026","passed","Mon Jan 19 07:07:28 UTC 2026","","test_checkout_steps","",""
"","289","Não deve permitir criação sem autenticação","api-tests.tests","Mon Jan 19 07:08:54 UTC 2026","passed","Mon Jan 19 07:08:54 UTC 2026","TestUsersAPI","test_users","",""
"","339","Não deve criar usuário sem campos obrigatórios","api-tests.tests","Mon Jan 19 07:08:53 UTC 2026","passed","Mon Jan 19 07:08:53 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","9784","Compra finalizada com Gift Card","e2e_tests.step_defs","Mon Jan 19 07:08:40 UTC 2026","passed","Mon Jan 19 07:08:50 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8790","Compra finalizada com Bank Transfer","e2e_tests.step_defs","Mon Jan 19 07:07:11 UTC 2026","passed","Mon Jan 19 07:07:19 UTC 2026","","test_checkout_steps","",""
