"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","Deve listar todos os usuários com sucesso","api-tests.tests","Fri Jan 16 08:24:22 UTC 2026","broken","Fri Jan 16 08:24:22 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com email inválido","30141","Tentativa de login com email inválido","e2e_tests.step_defs","Fri Jan 16 08:23:21 UTC 2026","broken","Fri Jan 16 08:23:52 UTC 2026","","test_login_steps","",""
"","3","Deve buscar um usuário existente com sucesso","api-tests.tests","Fri Jan 16 08:24:22 UTC 2026","broken","Fri Jan 16 08:24:22 UTC 2026","TestUsersAPI","test_users","",""
"","2","Não deve criar usuário com JSON malformado","api-tests.tests","Fri Jan 16 08:24:23 UTC 2026","broken","Fri Jan 16 08:24:23 UTC 2026","TestUsersAPI","test_users","",""
"","3","Não deve permitir remoção sem autenticação","api-tests.tests","Fri Jan 16 08:24:24 UTC 2026","broken","Fri Jan 16 08:24:24 UTC 2026","TestUsersAPI","test_users","",""
"","2","Deve criar um novo usuário com sucesso","api-tests.tests","Fri Jan 16 08:24:23 UTC 2026","broken","Fri Jan 16 08:24:23 UTC 2026","TestUsersAPI","test_users","",""
"","3","Não deve permitir criação sem autenticação","api-tests.tests","Fri Jan 16 08:24:23 UTC 2026","broken","Fri Jan 16 08:24:23 UTC 2026","TestUsersAPI","test_users","",""
"","3","Não deve criar usuário sem campos obrigatórios","api-tests.tests","Fri Jan 16 08:24:23 UTC 2026","broken","Fri Jan 16 08:24:23 UTC 2026","TestUsersAPI","test_users","",""
"","3","Não deve atualizar usuário inexistente","api-tests.tests","Fri Jan 16 08:24:24 UTC 2026","broken","Fri Jan 16 08:24:24 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Login com credenciais válidas","30593","Login com credenciais válidas","e2e_tests.step_defs","Fri Jan 16 08:22:20 UTC 2026","broken","Fri Jan 16 08:22:51 UTC 2026","","test_login_steps","",""
"","3","Deve remover um usuário existente","api-tests.tests","Fri Jan 16 08:24:24 UTC 2026","broken","Fri Jan 16 08:24:24 UTC 2026","TestUsersAPI","test_users","",""
"","3","Deve atualizar um usuário existente","api-tests.tests","Fri Jan 16 08:24:24 UTC 2026","broken","Fri Jan 16 08:24:24 UTC 2026","TestUsersAPI","test_users","",""
"","4","Não deve permitir atualização sem autenticação","api-tests.tests","Fri Jan 16 08:24:24 UTC 2026","broken","Fri Jan 16 08:24:24 UTC 2026","TestUsersAPI","test_users","",""
"","2","Não deve criar usuário com email inválido","api-tests.tests","Fri Jan 16 08:24:23 UTC 2026","broken","Fri Jan 16 08:24:23 UTC 2026","TestUsersAPI","test_users","",""
"","3","Não deve retornar usuário inexistente","api-tests.tests","Fri Jan 16 08:24:23 UTC 2026","broken","Fri Jan 16 08:24:23 UTC 2026","TestUsersAPI","test_users","",""
"","3","Não deve criar usuário duplicado","api-tests.tests","Fri Jan 16 08:24:23 UTC 2026","broken","Fri Jan 16 08:24:23 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com senha inválida","30146","Tentativa de login com senha inválida","e2e_tests.step_defs","Fri Jan 16 08:22:51 UTC 2026","broken","Fri Jan 16 08:23:21 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login sem preencher campos","30140","Tentativa de login sem preencher campos","e2e_tests.step_defs","Fri Jan 16 08:23:52 UTC 2026","broken","Fri Jan 16 08:24:22 UTC 2026","","test_login_steps","",""
"","2","Não deve remover usuário inexistente","api-tests.tests","Fri Jan 16 08:24:24 UTC 2026","broken","Fri Jan 16 08:24:24 UTC 2026","TestUsersAPI","test_users","",""
