"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","8943","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Thu Feb 26 17:26:26 UTC 2026","passed","Thu Feb 26 17:26:35 UTC 2026","","test_checkout_steps","",""
"","301","Não deve criar usuário com JSON malformado","api-tests.tests","Thu Feb 26 17:27:04 UTC 2026","passed","Thu Feb 26 17:27:04 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","23111","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Thu Feb 26 17:25:03 UTC 2026","passed","Thu Feb 26 17:25:26 UTC 2026","","test_checkout_steps","",""
"","348","Não deve criar usuário sem campos obrigatórios","api-tests.tests","Thu Feb 26 17:27:04 UTC 2026","passed","Thu Feb 26 17:27:04 UTC 2026","TestUsersAPI","test_users","",""
"","769","Deve remover um usuário existente","api-tests.tests","Thu Feb 26 17:27:07 UTC 2026","passed","Thu Feb 26 17:27:08 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","24818","Compra finalizada com Gift Card","e2e_tests.step_defs","Thu Feb 26 17:26:35 UTC 2026","passed","Thu Feb 26 17:27:00 UTC 2026","","test_checkout_steps","",""
"","1938","Deve listar todos os usuários com sucesso","api-tests.tests","Thu Feb 26 17:27:00 UTC 2026","passed","Thu Feb 26 17:27:02 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Login com credenciais válidas","2715","Login com credenciais válidas","e2e_tests.step_defs","Thu Feb 26 17:25:26 UTC 2026","passed","Thu Feb 26 17:25:29 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8817","Compra finalizada com Buy Now Pay Later","e2e_tests.step_defs","Thu Feb 26 17:26:17 UTC 2026","passed","Thu Feb 26 17:26:26 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7942","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Thu Feb 26 17:26:09 UTC 2026","passed","Thu Feb 26 17:26:17 UTC 2026","","test_checkout_steps","",""
"","687","Não deve permitir atualização sem autenticação","api-tests.tests","Thu Feb 26 17:27:07 UTC 2026","passed","Thu Feb 26 17:27:07 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8864","Compra finalizada com Credit Card","e2e_tests.step_defs","Thu Feb 26 17:26:00 UTC 2026","passed","Thu Feb 26 17:26:09 UTC 2026","","test_checkout_steps","",""
"","337","Não deve retornar usuário inexistente","api-tests.tests","Thu Feb 26 17:27:03 UTC 2026","passed","Thu Feb 26 17:27:03 UTC 2026","TestUsersAPI","test_users","",""
"","684","Não deve permitir remoção sem autenticação","api-tests.tests","Thu Feb 26 17:27:08 UTC 2026","passed","Thu Feb 26 17:27:09 UTC 2026","TestUsersAPI","test_users","",""
"","300","Não deve permitir criação sem autenticação","api-tests.tests","Thu Feb 26 17:27:05 UTC 2026","passed","Thu Feb 26 17:27:05 UTC 2026","TestUsersAPI","test_users","",""
"","738","Deve buscar um usuário existente com sucesso","api-tests.tests","Thu Feb 26 17:27:02 UTC 2026","passed","Thu Feb 26 17:27:03 UTC 2026","TestUsersAPI","test_users","",""
"","738","Não deve criar usuário duplicado","api-tests.tests","Thu Feb 26 17:27:04 UTC 2026","passed","Thu Feb 26 17:27:05 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7895","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Thu Feb 26 17:25:52 UTC 2026","passed","Thu Feb 26 17:26:00 UTC 2026","","test_checkout_steps","",""
"","358","Não deve criar usuário com email inválido","api-tests.tests","Thu Feb 26 17:27:03 UTC 2026","passed","Thu Feb 26 17:27:04 UTC 2026","TestUsersAPI","test_users","",""
"","376","Deve criar um novo usuário com sucesso","api-tests.tests","Thu Feb 26 17:27:03 UTC 2026","passed","Thu Feb 26 17:27:03 UTC 2026","TestUsersAPI","test_users","",""
"","344","Não deve atualizar usuário inexistente","api-tests.tests","Thu Feb 26 17:27:06 UTC 2026","passed","Thu Feb 26 17:27:07 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com email inválido","1398","Tentativa de login com email inválido","e2e_tests.step_defs","Thu Feb 26 17:25:30 UTC 2026","passed","Thu Feb 26 17:25:32 UTC 2026","","test_login_steps","",""
"","332","Não deve remover usuário inexistente","api-tests.tests","Thu Feb 26 17:27:08 UTC 2026","passed","Thu Feb 26 17:27:08 UTC 2026","TestUsersAPI","test_users","",""
"","757","Deve atualizar um usuário existente","api-tests.tests","Thu Feb 26 17:27:05 UTC 2026","passed","Thu Feb 26 17:27:06 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","9270","Compra finalizada com Cash on Delivery","e2e_tests.step_defs","Thu Feb 26 17:25:43 UTC 2026","passed","Thu Feb 26 17:25:52 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8902","Compra finalizada com Bank Transfer","e2e_tests.step_defs","Thu Feb 26 17:24:54 UTC 2026","passed","Thu Feb 26 17:25:02 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","9647","Compra de um único produto","e2e_tests.step_defs","Thu Feb 26 17:25:33 UTC 2026","passed","Thu Feb 26 17:25:42 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login sem preencher campos","673","Tentativa de login sem preencher campos","e2e_tests.step_defs","Thu Feb 26 17:25:32 UTC 2026","passed","Thu Feb 26 17:25:33 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com senha inválida","1492","Tentativa de login com senha inválida","e2e_tests.step_defs","Thu Feb 26 17:25:29 UTC 2026","passed","Thu Feb 26 17:25:30 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","9987","Compra de um único produto","e2e_tests.step_defs","Thu Feb 26 17:24:43 UTC 2026","passed","Thu Feb 26 17:24:53 UTC 2026","","test_checkout_steps","",""
