"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","372","Não deve atualizar usuário inexistente","api-tests.tests","Mon Jan 19 07:25:10 UTC 2026","passed","Mon Jan 19 07:25:10 UTC 2026","TestUsersAPI","test_users","",""
"","381","Não deve criar usuário com email inválido","api-tests.tests","Mon Jan 19 07:25:07 UTC 2026","passed","Mon Jan 19 07:25:07 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","9372","Compra finalizada com Gift Card","e2e_tests.step_defs","Mon Jan 19 07:24:54 UTC 2026","passed","Mon Jan 19 07:25:04 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","8494","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 07:23:31 UTC 2026","passed","Mon Jan 19 07:23:40 UTC 2026","","test_checkout_steps","",""
"","784","Deve buscar um usuário existente com sucesso","api-tests.tests","Mon Jan 19 07:25:05 UTC 2026","passed","Mon Jan 19 07:25:06 UTC 2026","TestUsersAPI","test_users","",""
"","833","Deve atualizar um usuário existente","api-tests.tests","Mon Jan 19 07:25:09 UTC 2026","passed","Mon Jan 19 07:25:10 UTC 2026","TestUsersAPI","test_users","",""
"","745","Não deve permitir remoção sem autenticação","api-tests.tests","Mon Jan 19 07:25:12 UTC 2026","passed","Mon Jan 19 07:25:13 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com senha inválida","2419","Tentativa de login com senha inválida","e2e_tests.step_defs","Mon Jan 19 07:23:46 UTC 2026","passed","Mon Jan 19 07:23:48 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login sem preencher campos","780","Tentativa de login sem preencher campos","e2e_tests.step_defs","Mon Jan 19 07:23:50 UTC 2026","passed","Mon Jan 19 07:23:51 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Login com credenciais válidas","5884","Login com credenciais válidas","e2e_tests.step_defs","Mon Jan 19 07:23:40 UTC 2026","failed","Mon Jan 19 07:23:46 UTC 2026","","test_login_steps","",""
"","401","Deve criar um novo usuário com sucesso","api-tests.tests","Mon Jan 19 07:25:06 UTC 2026","passed","Mon Jan 19 07:25:07 UTC 2026","TestUsersAPI","test_users","",""
"","376","Não deve retornar usuário inexistente","api-tests.tests","Mon Jan 19 07:25:06 UTC 2026","passed","Mon Jan 19 07:25:06 UTC 2026","TestUsersAPI","test_users","",""
