"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","8788","Compra de um único produto","e2e_tests.step_defs","Mon Jan 19 09:08:55 UTC 2026","passed","Mon Jan 19 09:09:04 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7869","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 09:08:36 UTC 2026","passed","Mon Jan 19 09:08:44 UTC 2026","","test_checkout_steps","",""
"","1382","Deve listar todos os usuários com sucesso","api-tests.tests","Mon Jan 19 09:10:03 UTC 2026","passed","Mon Jan 19 09:10:05 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8807","Compra finalizada com Bank Transfer","e2e_tests.step_defs","Mon Jan 19 09:08:27 UTC 2026","passed","Mon Jan 19 09:08:36 UTC 2026","","test_checkout_steps","",""
"","342","Não deve atualizar usuário inexistente","api-tests.tests","Mon Jan 19 09:10:09 UTC 2026","passed","Mon Jan 19 09:10:09 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8824","Compra finalizada com Credit Card","e2e_tests.step_defs","Mon Jan 19 09:09:21 UTC 2026","passed","Mon Jan 19 09:09:29 UTC 2026","","test_checkout_steps","",""
"","746","Deve remover um usuário existente","api-tests.tests","Mon Jan 19 09:10:10 UTC 2026","passed","Mon Jan 19 09:10:11 UTC 2026","TestUsersAPI","test_users","",""
"","722","Deve buscar um usuário existente com sucesso","api-tests.tests","Mon Jan 19 09:10:05 UTC 2026","passed","Mon Jan 19 09:10:05 UTC 2026","TestUsersAPI","test_users","",""
"","750","Deve atualizar um usuário existente","api-tests.tests","Mon Jan 19 09:10:08 UTC 2026","passed","Mon Jan 19 09:10:09 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8789","Compra finalizada com Buy Now Pay Later","e2e_tests.step_defs","Mon Jan 19 09:09:37 UTC 2026","passed","Mon Jan 19 09:09:46 UTC 2026","","test_checkout_steps","",""
