"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Login com credenciais válidas","5915","Login com credenciais válidas","e2e_tests.step_defs","Mon Jan 19 06:11:36 UTC 2026","failed","Mon Jan 19 06:11:41 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com email inválido","1776","Tentativa de login com email inválido","e2e_tests.step_defs","Mon Jan 19 06:11:44 UTC 2026","passed","Mon Jan 19 06:11:45 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","11353","Compra de um único produto","e2e_tests.step_defs","Mon Jan 19 06:11:07 UTC 2026","passed","Mon Jan 19 06:11:18 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","9023","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 06:12:39 UTC 2026","passed","Mon Jan 19 06:12:48 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7956","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 06:11:27 UTC 2026","passed","Mon Jan 19 06:11:35 UTC 2026","","test_checkout_steps","",""
"","345","Não deve retornar usuário inexistente","api-tests.tests","Mon Jan 19 06:12:59 UTC 2026","passed","Mon Jan 19 06:12:59 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8838","Compra finalizada com Cash on Delivery","e2e_tests.step_defs","Mon Jan 19 06:11:55 UTC 2026","passed","Mon Jan 19 06:12:04 UTC 2026","","test_checkout_steps","",""
"","752","Deve atualizar um usuário existente","api-tests.tests","Mon Jan 19 06:13:02 UTC 2026","passed","Mon Jan 19 06:13:03 UTC 2026","TestUsersAPI","test_users","",""
"","693","Não deve permitir atualização sem autenticação","api-tests.tests","Mon Jan 19 06:13:03 UTC 2026","passed","Mon Jan 19 06:13:04 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8861","Compra finalizada com Bank Transfer","e2e_tests.step_defs","Mon Jan 19 06:11:19 UTC 2026","passed","Mon Jan 19 06:11:27 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7982","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 06:12:21 UTC 2026","passed","Mon Jan 19 06:12:29 UTC 2026","","test_checkout_steps","",""
