"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Login com credenciais válidas","5837","Login com credenciais válidas","e2e_tests.step_defs","Mon Jan 19 09:07:23 UTC 2026","skipped","Mon Jan 19 09:07:28 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","9254","Compra de um único produto","e2e_tests.step_defs","Mon Jan 19 09:07:35 UTC 2026","passed","Mon Jan 19 09:07:44 UTC 2026","","test_checkout_steps","",""
"","348","Não deve permitir criação sem autenticação","api-tests.tests","Mon Jan 19 09:08:54 UTC 2026","passed","Mon Jan 19 09:08:54 UTC 2026","TestUsersAPI","test_users","",""
"","770","Não deve permitir remoção sem autenticação","api-tests.tests","Mon Jan 19 09:08:57 UTC 2026","passed","Mon Jan 19 09:08:58 UTC 2026","TestUsersAPI","test_users","",""
"","827","Deve buscar um usuário existente com sucesso","api-tests.tests","Mon Jan 19 09:08:50 UTC 2026","passed","Mon Jan 19 09:08:51 UTC 2026","TestUsersAPI","test_users","",""
"","382","Não deve remover usuário inexistente","api-tests.tests","Mon Jan 19 09:08:57 UTC 2026","passed","Mon Jan 19 09:08:57 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","9444","Compra finalizada com Credit Card","e2e_tests.step_defs","Mon Jan 19 09:08:02 UTC 2026","passed","Mon Jan 19 09:08:12 UTC 2026","","test_checkout_steps","",""
"","855","Deve remover um usuário existente","api-tests.tests","Mon Jan 19 09:08:56 UTC 2026","passed","Mon Jan 19 09:08:57 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","8560","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 09:07:14 UTC 2026","passed","Mon Jan 19 09:07:22 UTC 2026","","test_checkout_steps","",""
"","782","Não deve permitir atualização sem autenticação","api-tests.tests","Mon Jan 19 09:08:55 UTC 2026","passed","Mon Jan 19 09:08:56 UTC 2026","TestUsersAPI","test_users","",""
"","850","Deve atualizar um usuário existente","api-tests.tests","Mon Jan 19 09:08:54 UTC 2026","passed","Mon Jan 19 09:08:55 UTC 2026","TestUsersAPI","test_users","",""
"","392","Não deve criar usuário sem campos obrigatórios","api-tests.tests","Mon Jan 19 09:08:52 UTC 2026","passed","Mon Jan 19 09:08:52 UTC 2026","TestUsersAPI","test_users","",""
"","403","Não deve criar usuário com email inválido","api-tests.tests","Mon Jan 19 09:08:52 UTC 2026","passed","Mon Jan 19 09:08:52 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","9474","Compra finalizada com Gift Card","e2e_tests.step_defs","Mon Jan 19 09:08:39 UTC 2026","passed","Mon Jan 19 09:08:48 UTC 2026","","test_checkout_steps","",""
"","394","Não deve atualizar usuário inexistente","api-tests.tests","Mon Jan 19 09:08:55 UTC 2026","passed","Mon Jan 19 09:08:55 UTC 2026","TestUsersAPI","test_users","",""
"","1579","Deve listar todos os usuários com sucesso","api-tests.tests","Mon Jan 19 09:08:48 UTC 2026","passed","Mon Jan 19 09:08:50 UTC 2026","TestUsersAPI","test_users","",""
"","417","Deve criar um novo usuário com sucesso","api-tests.tests","Mon Jan 19 09:08:51 UTC 2026","passed","Mon Jan 19 09:08:52 UTC 2026","TestUsersAPI","test_users","",""
