"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com senha inválida","30183","Tentativa de login com senha inválida","e2e_tests.step_defs","Fri Jan 16 08:34:09 UTC 2026","broken","Fri Jan 16 08:34:39 UTC 2026","","test_login_steps","",""
"","344","Deve criar um novo usuário com sucesso","api-tests.tests","Fri Jan 16 08:35:42 UTC 2026","passed","Fri Jan 16 08:35:42 UTC 2026","TestUsersAPI","test_users","",""
"","640","Não deve permitir remoção sem autenticação","api-tests.tests","Fri Jan 16 08:35:47 UTC 2026","passed","Fri Jan 16 08:35:48 UTC 2026","TestUsersAPI","test_users","",""
"","314","Não deve remover usuário inexistente","api-tests.tests","Fri Jan 16 08:35:47 UTC 2026","passed","Fri Jan 16 08:35:47 UTC 2026","TestUsersAPI","test_users","",""
"","289","Não deve permitir criação sem autenticação","api-tests.tests","Fri Jan 16 08:35:44 UTC 2026","passed","Fri Jan 16 08:35:44 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com email inválido","30184","Tentativa de login com email inválido","e2e_tests.step_defs","Fri Jan 16 08:34:39 UTC 2026","broken","Fri Jan 16 08:35:09 UTC 2026","","test_login_steps","",""
"","672","Deve atualizar um usuário existente","api-tests.tests","Fri Jan 16 08:35:44 UTC 2026","passed","Fri Jan 16 08:35:45 UTC 2026","TestUsersAPI","test_users","",""
"","680","Deve remover um usuário existente","api-tests.tests","Fri Jan 16 08:35:46 UTC 2026","passed","Fri Jan 16 08:35:47 UTC 2026","TestUsersAPI","test_users","",""
"","323","Não deve criar usuário sem campos obrigatórios","api-tests.tests","Fri Jan 16 08:35:43 UTC 2026","passed","Fri Jan 16 08:35:43 UTC 2026","TestUsersAPI","test_users","",""
"","290","Não deve criar usuário com JSON malformado","api-tests.tests","Fri Jan 16 08:35:43 UTC 2026","passed","Fri Jan 16 08:35:43 UTC 2026","TestUsersAPI","test_users","",""
"","1249","Deve listar todos os usuários com sucesso","api-tests.tests","Fri Jan 16 08:35:40 UTC 2026","passed","Fri Jan 16 08:35:41 UTC 2026","TestUsersAPI","test_users","",""
"","663","Não deve criar usuário duplicado","api-tests.tests","Fri Jan 16 08:35:43 UTC 2026","passed","Fri Jan 16 08:35:44 UTC 2026","TestUsersAPI","test_users","",""
"","328","Não deve criar usuário com email inválido","api-tests.tests","Fri Jan 16 08:35:42 UTC 2026","passed","Fri Jan 16 08:35:43 UTC 2026","TestUsersAPI","test_users","",""
"","315","Não deve retornar usuário inexistente","api-tests.tests","Fri Jan 16 08:35:42 UTC 2026","passed","Fri Jan 16 08:35:42 UTC 2026","TestUsersAPI","test_users","",""
"","643","Não deve permitir atualização sem autenticação","api-tests.tests","Fri Jan 16 08:35:45 UTC 2026","passed","Fri Jan 16 08:35:46 UTC 2026","TestUsersAPI","test_users","",""
"","665","Deve buscar um usuário existente com sucesso","api-tests.tests","Fri Jan 16 08:35:41 UTC 2026","passed","Fri Jan 16 08:35:42 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login sem preencher campos","30200","Tentativa de login sem preencher campos","e2e_tests.step_defs","Fri Jan 16 08:35:09 UTC 2026","broken","Fri Jan 16 08:35:40 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Login com credenciais válidas","30530","Login com credenciais válidas","e2e_tests.step_defs","Fri Jan 16 08:33:38 UTC 2026","broken","Fri Jan 16 08:34:08 UTC 2026","","test_login_steps","",""
"","316","Não deve atualizar usuário inexistente","api-tests.tests","Fri Jan 16 08:35:45 UTC 2026","passed","Fri Jan 16 08:35:45 UTC 2026","TestUsersAPI","test_users","",""
