"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1242","Deve listar todos os usuários com sucesso","api-tests.tests","Mon Jan 19 08:39:39 UTC 2026","passed","Mon Jan 19 08:39:40 UTC 2026","TestUsersAPI","test_users","",""
"","281","Não deve criar usuário com JSON malformado","api-tests.tests","Mon Jan 19 08:39:42 UTC 2026","passed","Mon Jan 19 08:39:42 UTC 2026","TestUsersAPI","test_users","",""
"","326","Não deve criar usuário sem campos obrigatórios","api-tests.tests","Mon Jan 19 08:39:42 UTC 2026","passed","Mon Jan 19 08:39:42 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","12563","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 08:39:12 UTC 2026","passed","Mon Jan 19 08:39:24 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","14357","Compra finalizada com Gift Card","e2e_tests.step_defs","Mon Jan 19 08:39:24 UTC 2026","passed","Mon Jan 19 08:39:39 UTC 2026","","test_checkout_steps","",""
"","357","Deve criar um novo usuário com sucesso","api-tests.tests","Mon Jan 19 08:39:41 UTC 2026","passed","Mon Jan 19 08:39:41 UTC 2026","TestUsersAPI","test_users","",""
"","280","Não deve permitir criação sem autenticação","api-tests.tests","Mon Jan 19 08:39:43 UTC 2026","passed","Mon Jan 19 08:39:43 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","14390","Compra finalizada com Bank Transfer","e2e_tests.step_defs","Mon Jan 19 08:37:07 UTC 2026","passed","Mon Jan 19 08:37:21 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","12522","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 08:37:21 UTC 2026","passed","Mon Jan 19 08:37:34 UTC 2026","","test_checkout_steps","",""
"","658","Não deve permitir remoção sem autenticação","api-tests.tests","Mon Jan 19 08:39:46 UTC 2026","passed","Mon Jan 19 08:39:47 UTC 2026","TestUsersAPI","test_users","",""
"","327","Não deve atualizar usuário inexistente","api-tests.tests","Mon Jan 19 08:39:44 UTC 2026","passed","Mon Jan 19 08:39:44 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","14376","Compra finalizada com Buy Now Pay Later","e2e_tests.step_defs","Mon Jan 19 08:38:57 UTC 2026","passed","Mon Jan 19 08:39:11 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","12473","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 08:38:17 UTC 2026","passed","Mon Jan 19 08:38:30 UTC 2026","","test_checkout_steps","",""
"","321","Não deve remover usuário inexistente","api-tests.tests","Mon Jan 19 08:39:46 UTC 2026","passed","Mon Jan 19 08:39:46 UTC 2026","TestUsersAPI","test_users","",""
"","699","Deve buscar um usuário existente com sucesso","api-tests.tests","Mon Jan 19 08:39:40 UTC 2026","passed","Mon Jan 19 08:39:41 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com senha inválida","3369","Tentativa de login com senha inválida","e2e_tests.step_defs","Mon Jan 19 08:37:40 UTC 2026","passed","Mon Jan 19 08:37:44 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","14443","Compra de um único produto","e2e_tests.step_defs","Mon Jan 19 08:36:52 UTC 2026","passed","Mon Jan 19 08:37:06 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","14341","Compra de um único produto","e2e_tests.step_defs","Mon Jan 19 08:37:48 UTC 2026","passed","Mon Jan 19 08:38:03 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com email inválido","2679","Tentativa de login com email inválido","e2e_tests.step_defs","Mon Jan 19 08:37:44 UTC 2026","passed","Mon Jan 19 08:37:47 UTC 2026","","test_login_steps","",""
"","731","Deve atualizar um usuário existente","api-tests.tests","Mon Jan 19 08:39:43 UTC 2026","passed","Mon Jan 19 08:39:44 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","14427","Compra finalizada com Credit Card","e2e_tests.step_defs","Mon Jan 19 08:38:30 UTC 2026","passed","Mon Jan 19 08:38:44 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","14347","Compra finalizada com Cash on Delivery","e2e_tests.step_defs","Mon Jan 19 08:38:03 UTC 2026","passed","Mon Jan 19 08:38:17 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login sem preencher campos","1530","Tentativa de login sem preencher campos","e2e_tests.step_defs","Mon Jan 19 08:37:47 UTC 2026","passed","Mon Jan 19 08:37:48 UTC 2026","","test_login_steps","",""
"","645","Não deve permitir atualização sem autenticação","api-tests.tests","Mon Jan 19 08:39:44 UTC 2026","passed","Mon Jan 19 08:39:45 UTC 2026","TestUsersAPI","test_users","",""
"","702","Não deve criar usuário duplicado","api-tests.tests","Mon Jan 19 08:39:42 UTC 2026","passed","Mon Jan 19 08:39:43 UTC 2026","TestUsersAPI","test_users","",""
"","325","Não deve retornar usuário inexistente","api-tests.tests","Mon Jan 19 08:39:41 UTC 2026","passed","Mon Jan 19 08:39:41 UTC 2026","TestUsersAPI","test_users","",""
"","345","Não deve criar usuário com email inválido","api-tests.tests","Mon Jan 19 08:39:41 UTC 2026","passed","Mon Jan 19 08:39:42 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","12487","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 08:38:44 UTC 2026","passed","Mon Jan 19 08:38:57 UTC 2026","","test_checkout_steps","",""
"","730","Deve remover um usuário existente","api-tests.tests","Mon Jan 19 08:39:45 UTC 2026","passed","Mon Jan 19 08:39:46 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Login com credenciais válidas","6542","Login com credenciais válidas","e2e_tests.step_defs","Mon Jan 19 08:37:34 UTC 2026","skipped","Mon Jan 19 08:37:40 UTC 2026","","test_login_steps","",""
