"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","777","Deve buscar um usuário existente com sucesso","api-tests.tests","Fri Jan 16 09:04:20 UTC 2026","passed","Fri Jan 16 09:04:21 UTC 2026","TestUsersAPI","test_users","",""
"","396","Deve criar um novo usuário com sucesso","api-tests.tests","Fri Jan 16 09:04:21 UTC 2026","passed","Fri Jan 16 09:04:22 UTC 2026","TestUsersAPI","test_users","",""
"","343","Não deve permitir criação sem autenticação","api-tests.tests","Fri Jan 16 09:04:24 UTC 2026","passed","Fri Jan 16 09:04:24 UTC 2026","TestUsersAPI","test_users","",""
"","372","Não deve atualizar usuário inexistente","api-tests.tests","Fri Jan 16 09:04:25 UTC 2026","passed","Fri Jan 16 09:04:25 UTC 2026","TestUsersAPI","test_users","",""
"","373","Não deve retornar usuário inexistente","api-tests.tests","Fri Jan 16 09:04:21 UTC 2026","passed","Fri Jan 16 09:04:21 UTC 2026","TestUsersAPI","test_users","",""
"","366","Não deve remover usuário inexistente","api-tests.tests","Fri Jan 16 09:04:26 UTC 2026","passed","Fri Jan 16 09:04:27 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login sem preencher campos","30252","Tentativa de login sem preencher campos","e2e_tests.step_defs","Fri Jan 16 09:03:48 UTC 2026","broken","Fri Jan 16 09:04:18 UTC 2026","","test_login_steps","",""
"","784","Não deve criar usuário duplicado","api-tests.tests","Fri Jan 16 09:04:23 UTC 2026","passed","Fri Jan 16 09:04:24 UTC 2026","TestUsersAPI","test_users","",""
"","733","Não deve permitir remoção sem autenticação","api-tests.tests","Fri Jan 16 09:04:27 UTC 2026","passed","Fri Jan 16 09:04:27 UTC 2026","TestUsersAPI","test_users","",""
"","376","Não deve criar usuário sem campos obrigatórios","api-tests.tests","Fri Jan 16 09:04:22 UTC 2026","passed","Fri Jan 16 09:04:22 UTC 2026","TestUsersAPI","test_users","",""
"","789","Deve remover um usuário existente","api-tests.tests","Fri Jan 16 09:04:25 UTC 2026","passed","Fri Jan 16 09:04:26 UTC 2026","TestUsersAPI","test_users","",""
"","793","Deve atualizar um usuário existente","api-tests.tests","Fri Jan 16 09:04:24 UTC 2026","passed","Fri Jan 16 09:04:25 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com senha inválida","30255","Tentativa de login com senha inválida","e2e_tests.step_defs","Fri Jan 16 09:02:47 UTC 2026","broken","Fri Jan 16 09:03:17 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com email inválido","30521","Tentativa de login com email inválido","e2e_tests.step_defs","Fri Jan 16 09:03:17 UTC 2026","broken","Fri Jan 16 09:03:48 UTC 2026","","test_login_steps","",""
"","393","Não deve permitir atualização sem autenticação","api-tests.tests","Fri Jan 16 09:04:25 UTC 2026","failed","Fri Jan 16 09:04:25 UTC 2026","TestUsersAPI","test_users","",""
"","1464","Deve listar todos os usuários com sucesso","api-tests.tests","Fri Jan 16 09:04:19 UTC 2026","passed","Fri Jan 16 09:04:20 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Login com credenciais válidas","30750","Login com credenciais válidas","e2e_tests.step_defs","Fri Jan 16 09:02:16 UTC 2026","broken","Fri Jan 16 09:02:47 UTC 2026","","test_login_steps","",""
"","344","Não deve criar usuário com JSON malformado","api-tests.tests","Fri Jan 16 09:04:22 UTC 2026","passed","Fri Jan 16 09:04:23 UTC 2026","TestUsersAPI","test_users","",""
"","380","Não deve criar usuário com email inválido","api-tests.tests","Fri Jan 16 09:04:22 UTC 2026","passed","Fri Jan 16 09:04:22 UTC 2026","TestUsersAPI","test_users","",""
