"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8960","Compra finalizada com Bank Transfer","e2e_tests.step_defs","Mon Jan 19 06:48:01 UTC 2026","passed","Mon Jan 19 06:48:10 UTC 2026","","test_checkout_steps","",""
"","763","Não deve criar usuário duplicado","api-tests.tests","Mon Jan 19 06:49:42 UTC 2026","passed","Mon Jan 19 06:49:43 UTC 2026","TestUsersAPI","test_users","",""
"","393","Deve criar um novo usuário com sucesso","api-tests.tests","Mon Jan 19 06:49:40 UTC 2026","passed","Mon Jan 19 06:49:41 UTC 2026","TestUsersAPI","test_users","",""
"","362","Não deve retornar usuário inexistente","api-tests.tests","Mon Jan 19 06:49:40 UTC 2026","passed","Mon Jan 19 06:49:40 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7943","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 06:48:10 UTC 2026","passed","Mon Jan 19 06:48:18 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8877","Compra finalizada com Buy Now Pay Later","e2e_tests.step_defs","Mon Jan 19 06:49:12 UTC 2026","passed","Mon Jan 19 06:49:20 UTC 2026","","test_checkout_steps","",""
"","741","Deve buscar um usuário existente com sucesso","api-tests.tests","Mon Jan 19 06:49:39 UTC 2026","passed","Mon Jan 19 06:49:40 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","10515","Compra de um único produto","e2e_tests.step_defs","Mon Jan 19 06:47:50 UTC 2026","passed","Mon Jan 19 06:48:01 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7999","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 06:49:21 UTC 2026","passed","Mon Jan 19 06:49:29 UTC 2026","","test_checkout_steps","",""
"","765","Deve atualizar um usuário existente","api-tests.tests","Mon Jan 19 06:49:43 UTC 2026","passed","Mon Jan 19 06:49:44 UTC 2026","TestUsersAPI","test_users","",""
"","713","Não deve permitir remoção sem autenticação","api-tests.tests","Mon Jan 19 06:49:46 UTC 2026","passed","Mon Jan 19 06:49:47 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com senha inválida","1675","Tentativa de login com senha inválida","e2e_tests.step_defs","Mon Jan 19 06:48:24 UTC 2026","passed","Mon Jan 19 06:48:26 UTC 2026","","test_login_steps","",""
"","311","Não deve permitir criação sem autenticação","api-tests.tests","Mon Jan 19 06:49:43 UTC 2026","passed","Mon Jan 19 06:49:43 UTC 2026","TestUsersAPI","test_users","",""
"","355","Não deve remover usuário inexistente","api-tests.tests","Mon Jan 19 06:49:46 UTC 2026","passed","Mon Jan 19 06:49:46 UTC 2026","TestUsersAPI","test_users","",""
"","357","Não deve criar usuário com email inválido","api-tests.tests","Mon Jan 19 06:49:41 UTC 2026","passed","Mon Jan 19 06:49:41 UTC 2026","TestUsersAPI","test_users","",""
"","1426","Deve listar todos os usuários com sucesso","api-tests.tests","Mon Jan 19 06:49:38 UTC 2026","passed","Mon Jan 19 06:49:39 UTC 2026","TestUsersAPI","test_users","",""
"","718","Não deve permitir atualização sem autenticação","api-tests.tests","Mon Jan 19 06:49:44 UTC 2026","passed","Mon Jan 19 06:49:45 UTC 2026","TestUsersAPI","test_users","",""
"","495","Não deve criar usuário com JSON malformado","api-tests.tests","Mon Jan 19 06:49:41 UTC 2026","passed","Mon Jan 19 06:49:42 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8930","Compra finalizada com Credit Card","e2e_tests.step_defs","Mon Jan 19 06:48:54 UTC 2026","passed","Mon Jan 19 06:49:03 UTC 2026","","test_checkout_steps","",""
"","781","Deve remover um usuário existente","api-tests.tests","Mon Jan 19 06:49:45 UTC 2026","passed","Mon Jan 19 06:49:46 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7954","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 06:48:46 UTC 2026","passed","Mon Jan 19 06:48:54 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com email inválido","1712","Tentativa de login com email inválido","e2e_tests.step_defs","Mon Jan 19 06:48:26 UTC 2026","passed","Mon Jan 19 06:48:28 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8901","Compra finalizada com Gift Card","e2e_tests.step_defs","Mon Jan 19 06:49:29 UTC 2026","passed","Mon Jan 19 06:49:38 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7989","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 06:49:03 UTC 2026","passed","Mon Jan 19 06:49:11 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login sem preencher campos","450","Tentativa de login sem preencher campos","e2e_tests.step_defs","Mon Jan 19 06:48:28 UTC 2026","passed","Mon Jan 19 06:48:28 UTC 2026","","test_login_steps","",""
"","359","Não deve criar usuário sem campos obrigatórios","api-tests.tests","Mon Jan 19 06:49:41 UTC 2026","passed","Mon Jan 19 06:49:41 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8854","Compra finalizada com Cash on Delivery","e2e_tests.step_defs","Mon Jan 19 06:48:37 UTC 2026","passed","Mon Jan 19 06:48:46 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Login com credenciais válidas","5863","Login com credenciais válidas","e2e_tests.step_defs","Mon Jan 19 06:48:18 UTC 2026","failed","Mon Jan 19 06:48:24 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","8938","Compra de um único produto","e2e_tests.step_defs","Mon Jan 19 06:48:28 UTC 2026","passed","Mon Jan 19 06:48:37 UTC 2026","","test_checkout_steps","",""
"","351","Não deve atualizar usuário inexistente","api-tests.tests","Mon Jan 19 06:49:44 UTC 2026","passed","Mon Jan 19 06:49:44 UTC 2026","TestUsersAPI","test_users","",""
