"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","318","Não deve remover usuário inexistente","api-tests.tests","Fri Jan 16 08:52:48 UTC 2026","passed","Fri Jan 16 08:52:49 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com senha inválida","30135","Tentativa de login com senha inválida","e2e_tests.step_defs","Fri Jan 16 08:51:11 UTC 2026","broken","Fri Jan 16 08:51:41 UTC 2026","","test_login_steps","",""
"","677","Deve buscar um usuário existente com sucesso","api-tests.tests","Fri Jan 16 08:52:43 UTC 2026","passed","Fri Jan 16 08:52:43 UTC 2026","TestUsersAPI","test_users","",""
"","292","Não deve criar usuário com JSON malformado","api-tests.tests","Fri Jan 16 08:52:45 UTC 2026","passed","Fri Jan 16 08:52:45 UTC 2026","TestUsersAPI","test_users","",""
"","730","Deve listar todos os usuários com sucesso","api-tests.tests","Fri Jan 16 08:52:42 UTC 2026","passed","Fri Jan 16 08:52:43 UTC 2026","TestUsersAPI","test_users","",""
"","334","Não deve criar usuário com email inválido","api-tests.tests","Fri Jan 16 08:52:44 UTC 2026","passed","Fri Jan 16 08:52:44 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login sem preencher campos","30122","Tentativa de login sem preencher campos","e2e_tests.step_defs","Fri Jan 16 08:52:12 UTC 2026","broken","Fri Jan 16 08:52:42 UTC 2026","","test_login_steps","",""
"","682","Deve remover um usuário existente","api-tests.tests","Fri Jan 16 08:52:48 UTC 2026","passed","Fri Jan 16 08:52:48 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com email inválido","30141","Tentativa de login com email inválido","e2e_tests.step_defs","Fri Jan 16 08:51:41 UTC 2026","broken","Fri Jan 16 08:52:11 UTC 2026","","test_login_steps","",""
"","322","Não deve criar usuário sem campos obrigatórios","api-tests.tests","Fri Jan 16 08:52:44 UTC 2026","passed","Fri Jan 16 08:52:45 UTC 2026","TestUsersAPI","test_users","",""
"","293","Não deve permitir criação sem autenticação","api-tests.tests","Fri Jan 16 08:52:46 UTC 2026","passed","Fri Jan 16 08:52:46 UTC 2026","TestUsersAPI","test_users","",""
"","676","Não deve criar usuário duplicado","api-tests.tests","Fri Jan 16 08:52:45 UTC 2026","passed","Fri Jan 16 08:52:46 UTC 2026","TestUsersAPI","test_users","",""
"","320","Não deve atualizar usuário inexistente","api-tests.tests","Fri Jan 16 08:52:47 UTC 2026","passed","Fri Jan 16 08:52:47 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Login com credenciais válidas","30701","Login com credenciais válidas","e2e_tests.step_defs","Fri Jan 16 08:50:40 UTC 2026","broken","Fri Jan 16 08:51:11 UTC 2026","","test_login_steps","",""
"","642","Não deve permitir atualização sem autenticação","api-tests.tests","Fri Jan 16 08:52:47 UTC 2026","passed","Fri Jan 16 08:52:48 UTC 2026","TestUsersAPI","test_users","",""
"","636","Não deve permitir remoção sem autenticação","api-tests.tests","Fri Jan 16 08:52:49 UTC 2026","passed","Fri Jan 16 08:52:49 UTC 2026","TestUsersAPI","test_users","",""
"","683","Deve atualizar um usuário existente","api-tests.tests","Fri Jan 16 08:52:46 UTC 2026","passed","Fri Jan 16 08:52:47 UTC 2026","TestUsersAPI","test_users","",""
"","341","Deve criar um novo usuário com sucesso","api-tests.tests","Fri Jan 16 08:52:44 UTC 2026","passed","Fri Jan 16 08:52:44 UTC 2026","TestUsersAPI","test_users","",""
"","319","Não deve retornar usuário inexistente","api-tests.tests","Fri Jan 16 08:52:43 UTC 2026","passed","Fri Jan 16 08:52:44 UTC 2026","TestUsersAPI","test_users","",""
