"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","305","Não deve criar usuário com JSON malformado","api-tests.tests","Mon Jan 19 08:06:11 UTC 2026","passed","Mon Jan 19 08:06:11 UTC 2026","TestUsersAPI","test_users","",""
"","696","Não deve permitir remoção sem autenticação","api-tests.tests","Mon Jan 19 08:06:15 UTC 2026","passed","Mon Jan 19 08:06:16 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8753","Compra finalizada com Gift Card","e2e_tests.step_defs","Mon Jan 19 08:05:58 UTC 2026","passed","Mon Jan 19 08:06:07 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7868","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 08:05:34 UTC 2026","passed","Mon Jan 19 08:05:41 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","8887","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 08:05:16 UTC 2026","passed","Mon Jan 19 08:05:24 UTC 2026","","test_checkout_steps","",""
"","781","Deve remover um usuário existente","api-tests.tests","Mon Jan 19 08:06:14 UTC 2026","passed","Mon Jan 19 08:06:15 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8725","Compra finalizada com Cash on Delivery","e2e_tests.step_defs","Mon Jan 19 08:05:07 UTC 2026","passed","Mon Jan 19 08:05:15 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","9847","Compra finalizada com Bank Transfer","e2e_tests.step_defs","Mon Jan 19 08:04:24 UTC 2026","passed","Mon Jan 19 08:04:34 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","8804","Compra de um único produto","e2e_tests.step_defs","Mon Jan 19 08:04:58 UTC 2026","passed","Mon Jan 19 08:05:07 UTC 2026","","test_checkout_steps","",""
"","368","Não deve criar usuário com email inválido","api-tests.tests","Mon Jan 19 08:06:10 UTC 2026","passed","Mon Jan 19 08:06:10 UTC 2026","TestUsersAPI","test_users","",""
"","737","Não deve criar usuário duplicado","api-tests.tests","Mon Jan 19 08:06:11 UTC 2026","passed","Mon Jan 19 08:06:12 UTC 2026","TestUsersAPI","test_users","",""
"","758","Deve atualizar um usuário existente","api-tests.tests","Mon Jan 19 08:06:12 UTC 2026","passed","Mon Jan 19 08:06:13 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8773","Compra finalizada com Credit Card","e2e_tests.step_defs","Mon Jan 19 08:05:25 UTC 2026","passed","Mon Jan 19 08:05:33 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login sem preencher campos","894","Tentativa de login sem preencher campos","e2e_tests.step_defs","Mon Jan 19 08:04:57 UTC 2026","passed","Mon Jan 19 08:04:58 UTC 2026","","test_login_steps","",""
"","349","Não deve criar usuário sem campos obrigatórios","api-tests.tests","Mon Jan 19 08:06:10 UTC 2026","passed","Mon Jan 19 08:06:11 UTC 2026","TestUsersAPI","test_users","",""
"","1372","Deve listar todos os usuários com sucesso","api-tests.tests","Mon Jan 19 08:06:07 UTC 2026","passed","Mon Jan 19 08:06:09 UTC 2026","TestUsersAPI","test_users","",""
"","343","Não deve atualizar usuário inexistente","api-tests.tests","Mon Jan 19 08:06:13 UTC 2026","passed","Mon Jan 19 08:06:13 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","9858","Compra de um único produto","e2e_tests.step_defs","Mon Jan 19 08:04:14 UTC 2026","passed","Mon Jan 19 08:04:24 UTC 2026","","test_checkout_steps","",""
"","344","Não deve retornar usuário inexistente","api-tests.tests","Mon Jan 19 08:06:09 UTC 2026","passed","Mon Jan 19 08:06:10 UTC 2026","TestUsersAPI","test_users","",""
"","301","Não deve permitir criação sem autenticação","api-tests.tests","Mon Jan 19 08:06:12 UTC 2026","passed","Mon Jan 19 08:06:12 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Login com credenciais válidas","5881","Login com credenciais válidas","e2e_tests.step_defs","Mon Jan 19 08:04:42 UTC 2026","skipped","Mon Jan 19 08:04:48 UTC 2026","","test_login_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com email inválido","6754","Tentativa de login com email inválido","e2e_tests.step_defs","Mon Jan 19 08:04:50 UTC 2026","failed","Mon Jan 19 08:04:57 UTC 2026","","test_login_steps","",""
"","740","Deve buscar um usuário existente com sucesso","api-tests.tests","Mon Jan 19 08:06:09 UTC 2026","passed","Mon Jan 19 08:06:09 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","8741","Compra finalizada com Buy Now Pay Later","e2e_tests.step_defs","Mon Jan 19 08:05:42 UTC 2026","passed","Mon Jan 19 08:05:50 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7922","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 08:04:34 UTC 2026","passed","Mon Jan 19 08:04:42 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com senha inválida","1741","Tentativa de login com senha inválida","e2e_tests.step_defs","Mon Jan 19 08:04:48 UTC 2026","passed","Mon Jan 19 08:04:50 UTC 2026","","test_login_steps","",""
"","696","Não deve permitir atualização sem autenticação","api-tests.tests","Mon Jan 19 08:06:13 UTC 2026","passed","Mon Jan 19 08:06:14 UTC 2026","TestUsersAPI","test_users","",""
"","382","Deve criar um novo usuário com sucesso","api-tests.tests","Mon Jan 19 08:06:10 UTC 2026","passed","Mon Jan 19 08:06:10 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","7899","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 08:05:50 UTC 2026","passed","Mon Jan 19 08:05:58 UTC 2026","","test_checkout_steps","",""
"","345","Não deve remover usuário inexistente","api-tests.tests","Mon Jan 19 08:06:15 UTC 2026","passed","Mon Jan 19 08:06:15 UTC 2026","TestUsersAPI","test_users","",""
