"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login sem preencher campos","882","Tentativa de login sem preencher campos","e2e_tests.step_defs","Thu Jan 22 21:28:14 UTC 2026","passed","Thu Jan 22 21:28:15 UTC 2026","","test_login_steps","",""
"","730","Deve remover um usuário existente","api-tests.tests","Thu Jan 22 21:29:56 UTC 2026","passed","Thu Jan 22 21:29:57 UTC 2026","TestUsersAPI","test_users","",""
"","707","Deve buscar um usuário existente com sucesso","api-tests.tests","Thu Jan 22 21:29:51 UTC 2026","passed","Thu Jan 22 21:29:52 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","12443","Compra finalizada com Cash on Delivery","e2e_tests.step_defs","Thu Jan 22 21:28:27 UTC 2026","passed","Thu Jan 22 21:28:40 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","10599","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Thu Jan 22 21:29:27 UTC 2026","passed","Thu Jan 22 21:29:38 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","12455","Compra finalizada com Bank Transfer","e2e_tests.step_defs","Thu Jan 22 21:27:36 UTC 2026","passed","Thu Jan 22 21:27:48 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","11975","Compra finalizada com Gift Card","e2e_tests.step_defs","Thu Jan 22 21:29:38 UTC 2026","passed","Thu Jan 22 21:29:50 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","10557","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Thu Jan 22 21:28:40 UTC 2026","passed","Thu Jan 22 21:28:50 UTC 2026","","test_checkout_steps","",""
"","712","Deve atualizar um usuário existente","api-tests.tests","Thu Jan 22 21:29:55 UTC 2026","passed","Thu Jan 22 21:29:55 UTC 2026","TestUsersAPI","test_users","",""
"","324","Não deve atualizar usuário inexistente","api-tests.tests","Thu Jan 22 21:29:55 UTC 2026","passed","Thu Jan 22 21:29:56 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","13438","Compra finalizada com Buy Now Pay Later","e2e_tests.step_defs","Thu Jan 22 21:29:14 UTC 2026","passed","Thu Jan 22 21:29:27 UTC 2026","","test_checkout_steps","",""
"","710","Não deve criar usuário duplicado","api-tests.tests","Thu Jan 22 21:29:54 UTC 2026","passed","Thu Jan 22 21:29:54 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","12423","Compra finalizada com Credit Card","e2e_tests.step_defs","Thu Jan 22 21:28:50 UTC 2026","passed","Thu Jan 22 21:29:03 UTC 2026","","test_checkout_steps","",""
"","327","Não deve retornar usuário inexistente","api-tests.tests","Thu Jan 22 21:29:52 UTC 2026","passed","Thu Jan 22 21:29:52 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","12573","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Thu Jan 22 21:27:49 UTC 2026","passed","Thu Jan 22 21:28:01 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","10532","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Thu Jan 22 21:29:03 UTC 2026","passed","Thu Jan 22 21:29:13 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","12590","Compra de um único produto","e2e_tests.step_defs","Thu Jan 22 21:27:23 UTC 2026","passed","Thu Jan 22 21:27:36 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com senha inválida","3429","Tentativa de login com senha inválida","e2e_tests.step_defs","Thu Jan 22 21:28:07 UTC 2026","passed","Thu Jan 22 21:28:11 UTC 2026","","test_login_steps","",""
"","343","Não deve criar usuário com email inválido","api-tests.tests","Thu Jan 22 21:29:53 UTC 2026","passed","Thu Jan 22 21:29:53 UTC 2026","TestUsersAPI","test_users","",""
"","284","Não deve criar usuário com JSON malformado","api-tests.tests","Thu Jan 22 21:29:53 UTC 2026","passed","Thu Jan 22 21:29:54 UTC 2026","TestUsersAPI","test_users","",""
"","323","Não deve remover usuário inexistente","api-tests.tests","Thu Jan 22 21:29:57 UTC 2026","passed","Thu Jan 22 21:29:57 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra de um único produto","11936","Compra de um único produto","e2e_tests.step_defs","Thu Jan 22 21:28:15 UTC 2026","passed","Thu Jan 22 21:28:27 UTC 2026","","test_checkout_steps","",""
